Victory,739,Braum,Twitch,Irelia,Cho'Gath,Wukong,Master Yi,Alistar,Azir,Maokai,Rengar
Defeat,1585,Orianna,Twitch,Soraka,Jayce,Rengar,Amumu,Kayn,Sion,Morgana,Teemo
Defeat,1092,Thresh,Nautilus,Malphite,Draven,Lucian,Galio,Jinx,Fiddlesticks,LeBlanc,Master Yi
Victory,683,LeBlanc,Kog'Maw,Ashe,Dr. Mundo,Leona,Kai'Sa,Renekton,Thresh,Akali,Brand
Defeat,1027,Kha'Zix,Xerath,Thresh,Shen,Nautilus,Blitzcrank,Jhin,Nidalee,Amumu,Heimerdinger
Victory,710,Caitlyn,Twisted Fate,Sivir,Pyke,Heimerdinger,Kalista,Tristana,Corki,Anivia,Cassiopeia
Defeat,1102,Twitch,Lux,Zed,Thresh,Kindred,Cho'Gath,Xerath,Yorick,Jinx,Pyke
Defeat,1343,Viktor,Soraka,Nami,Galio,Veigar,Fiddlesticks,Garen,Irelia,Kennen,Morgana
Defeat,1056,Teemo,Sion,Lucian,Lissandra,Wukong,Caitlyn,Morgana,Janna,Vayne,Skarner
Victory,1111,Soraka,Jayce,Darius,Fiddlesticks,Anivia,Rammus,Taric,Lucian,Zed,Nami
Victory,924,Fizz,Kayn,Heimerdinger,Annie,Vel'Koz,Anivia,Kai'Sa,Bard,Ezreal,Malphite
Defeat,704,Jhin,Fiora,Xayah,Malphite,Shen,Amumu,Soraka,Sion,Blitzcrank,Quinn
Victory,1244,Kog'Maw,Ashe,Rumble,Ahri,Heimerdinger,Illaoi,Kled,Viktor,Thresh,Malzahar
Defeat,1285,Varus,Jhin,Soraka,Xayah,Blitzcrank,Thresh,Lee Sin,Aurelion Sol,Jayce,Urgot
Victory,1496,Diana,Kog'Maw,Jax,Sion,Jinx,Swain,Teemo,Twitch,Evelynn,Akali
Defeat,920,Akali,Fizz,Jhin,Lucian,Janna,Darius,Rakan,Thresh,Orianna,Xerath
