Defeat,950,Twitch,Ryze,Talon,Dr. Mundo,Kayle,Nasus,Quinn,Zilean,Ashe,Sona
Victory,734,Sivir,Nasus,Tristana,Janna,Jayce,Kayn,Ornn,Zoe,Bard,Ahri
Defeat,1662,Graves,Xerath,LeBlanc,Syndra,Jhin,Amumu,Garen,Kassadin,Varus,Talon
Defeat,1088,Ezreal,Leona,Lulu,Illaoi,Nunu & Willump,Katarina,Miss Fortune,Fizz,Malphite,Mordekaiser
Victory,809,Kog'Maw,Gnar,Sivir,Azir,Kled,Teemo,Orianna,Sejuani,Skarner,Ryze
Defeat,1011,Tristana,Cassiopeia,Skarner,Varus,Garen,Xayah,Graves,Leona,Darius,Katarina
Victory,1127,Jhin,Morgana,Blitzcrank,Trundle,Lux,Olaf,Xerath,Soraka,Sivir,Xin Zhao
Victory,1371,Cassiopeia,Morgana,Teemo,Blitzcrank,Corki,Kog'Maw,Taliyah,Thresh,Rammus,Graves
Victory,960,Viktor,Yorick,Kled,Gangplank,Sona,Miss Fortune,Alistar,Rengar,Blitzcrank,Quinn
Victory,1047,Brand,Graves,Jayce,Rakan,Fizz,Jax,Sion,Swain,Sivir,Azir
Defeat,1333,Kog'Maw,Ziggs,Anivia,Maokai,Karma,Vladimir,Rammus,Fiddlesticks,Ezreal,Swain
Defeat,807,Graves,Miss Fortune,Sivir,Darius,Vayne,Xayah,Kindred,Poppy,Jhin,Ziggs
Defeat,994,Cho'Gath,Viktor,Gragas,Graves,Rengar,Morgana,Urgot,Sona,Caitlyn,Vladimir
Victory,1746,Veigar,Twitch,Darius,Ziggs,Lulu,Morgana,Nunu & Willump,Rakan,Ezreal,Caitlyn
Victory,1561,Twitch,Pyke,Soraka,Galio,Vel'Koz,Urgot,Gnar,Shaco,Vi,Malzahar
Victory,1105,Nautilus,Sion,Vayne,LeBlanc,Urgot,Poppy,Orianna,Swain,Zoe,Kayle
Defeat,794,Draven,Gnar,Fiddlesticks,Yasuo,Pyke,Kog'Maw,Taliyah,Nautilus,Zac,Veigar
Defeat,1034,Vladimir,Caitlyn,Zac,Fizz,Quinn,Xerath,Illaoi,Vayne,Lulu,Katarina
Victory,1653,Jinx,Quinn,Maokai,Illaoi,Kayle,Tristana,Nautilus,Xayah,Brand,Twisted Fate
Defeat,1341,Sion,Galio,Cho'Gath,Draven,Talon,Brand,Darius,Kai'Sa,Zyra,Teemo
Defeat,1452,Anivia,Bard,Vi,Heimerdinger,Taliyah,Sivir,Garen,Xayah,Mordekaiser,Xin Zhao
Victory,1632,Thresh,Aurelion Sol,Veigar,Zilean,Anivia,Varus,Brand,Kai'Sa,Tristana,Azir
Defeat,1303,Thresh,Xerath,Sion,Lucian,Fiddlesticks,Bard,Xayah,Rakan,Talon,Singed
Defeat,1216,Braum,Fiddlesticks,Twitch,Jayce,Vi,Cho'Gath,Syndra,Singed,Swain,Corki
Defeat,1273,Vayne,Veigar,Gangplank,Cho'Gath,Malzahar,Pyke,Maokai,Braum,Anivia,Sion
Defeat,1191,Xayah,Alistar,Karma,Kha'Zix,Warwick,Teemo,Quinn,Dr. Mundo,Vel'Koz,Ziggs
Defeat,549,Miss Fortune,Shyvana,Illaoi,Ahri,Azir,Xerath,Zilean,Darius,Jax,Malphite
Defeat,951,Soraka,Karma,Jinx,Vayne,Pyke,Ziggs,Lux,Yasuo,Karthus,Graves
Victory,884,Viktor,Janna,Mordekaiser,Nasus,Ezreal,Urgot,Varus,Malzahar,Thresh,Rengar
Victory,1100,Malphite,Cassiopeia,Skarner,Pantheon,Teemo,Blitzcrank,Poppy,Ashe,Viktor,Nami
Defeat,1010,Singed,Cassiopeia,Taliyah,Galio,Zoe,Talon,Kayle,Tristana,Shyvana,Alistar
Victory,1003,Sion,Rumble,Jayce,Lucian,Corki,Zilean,Tristana,Lissandra,Ahri,Draven
Victory,945,Morgana,Kai'Sa,Gangplank,Master Yi,Karma,Ahri,Syndra,Rumble,Sivir,Pyke
Defeat,991,Alistar,Illaoi,Quinn,Ahri,Yasuo,Rakan,Kassadin,Cho'Gath,Lulu,Caitlyn
Defeat,1219,Ryze,Zyra,Teemo,Zoe,Nidalee,Xerath,Pyke,Xayah,Sion,Katarina
Victory,958,Galio,Vladimir,Kassadin,Twisted Fate,Graves,Zed,Sona,Katarina,Kindred,LeBlanc
Defeat,586,Tahm Kench,Volibear,Rek'Sai,Viktor,Rengar,Tristana,Ashe,Xerath,Anivia,Lucian
Victory,1332,Jhin,Orianna,Poppy,Kled,Vel'Koz,Miss Fortune,Kai'Sa,Brand,Talon,Viktor
Defeat,810,Olaf,Orianna,Trundle,Nunu & Willump,Taric,Ashe,Bard,Cho'Gath,Illaoi,Dr. Mundo
Defeat,1268,Viktor,Urgot,Alistar,Corki,Ekko,LeBlanc,Vel'Koz,Camille,Ashe,Zilean
Victory,942,Cassiopeia,Kha'Zix,Ashe,Kassadin,Jarvan IV,Morgana,Tristana,Ahri,Tryndamere,Fiora
Victory,570,Zac,Xayah,Taric,Kog'Maw,Veigar,Aatrox,Warwick,Trundle,Dr. Mundo,Katarina
Defeat,1561,Morgana,Miss Fortune,Pyke,Karma,Renekton,Ziggs,Xerath,Gnar,Veigar,Fiddlesticks
Victory,881,Jhin,Urgot,Xayah,Ziggs,Master Yi,Vel'Koz,Graves,Kindred,Brand,Blitzcrank
Victory,906,Ezreal,Sona,Malphite,Twitch,Nami,Jinx,LeBlanc,Taliyah,Pyke,Twisted Fate
Defeat,1219,Lux,Kayle,Gragas,Galio,Singed,Graves,Nami,Evelynn,Jhin,Kog'Maw
Defeat,1070,Singed,Nami,Heimerdinger,Mordekaiser,Rengar,Sion,Kog'Maw,Teemo,Ahri,Gangplank
Victory,1504,Tristana,Alistar,Blitzcrank,Shyvana,Vel'Koz,Sona,Lee Sin,Ezreal,Morgana,Nasus
Defeat,931,Jhin,Annie,Sona,Galio,Vi,Nocturne,Nautilus,Janna,Swain,Anivia
Victory,1171,Thresh,Karma,Veigar,Teemo,Sona,Nunu & Willump,Cho'Gath,Nasus,Graves,Pyke
Defeat,1196,Taliyah,Singed,LeBlanc,Elise,Orianna,Ezreal,Tahm Kench,Kindred,Camille,Nidalee
Victory,1478,Tristana,LeBlanc,Ziggs,Ashe,Hecarim,Thresh,Brand,Morgana,Cassiopeia,Heimerdinger
Victory,933,Taliyah,Caitlyn,Kai'Sa,Sona,Garen,Amumu,Fiddlesticks,Shen,Lucian,Shaco
Victory,726,Graves,Kayle,Lulu,Janna,Nami,Vayne,Shen,Kassadin,Akali,Malzahar
